mass,weight,sample,role
220.92267,0.00031328688884545077,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
234.76717,0.0002601516436095392,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
290.32718,0.0003335986548295065,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
267.32516,0.0003566522671156717,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
336.71304,0.00027219223442348647,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
228.6348,0.00027912524716615155,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
463.33337,0.00024665166668212007,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
287.4701,0.00022551959166611593,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
724.9143,0.0004423210718610709,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
236.81506,0.0003261485868557714,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
239.48737,8.16115789191483e-05,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
184.97478,0.00023938509767252453,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
362.398,5.62210033831861e-05,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
436.95975,0.0002660755797377456,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
245.32738,0.000286046249622463,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
265.18372,0.0002556971444438792,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
442.326,0.0003070831046688183,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
432.69867,0.00026295609759469503,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
215.2467,0.00012625373189688096,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
218.64151,0.0002955608017191192,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
313.15402,0.00033840265608300717,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
257.49362,0.00022672376732765366,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
204.5284,0.00029356719878022004,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
312.62888,0.0003237321812358108,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
245.90004,0.0002558730413798442,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
392.4212,0.00023446191377430933,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
200.65953,0.0002228389369177969,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
282.85764,0.0003426955576801493,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
212.69429,0.0002643152922380975,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
237.29942,0.0003141734780315612,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
404.48868,0.00018888740354320346,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
210.35559,0.00030640101596885366,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
276.53284,0.00019218814117619184,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
224.44589,0.0002868873700142414,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
188.16629,0.000346525943379271,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
321.84653,0.00015294709436905813,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
198.36095,0.0002900910601564142,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
277.74533,0.00024082532724347867,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
545.4506,0.00023682483819221364,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
245.76118,0.0003075960473472534,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
196.5446,0.00010397406567705641,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
307.696,0.0002935889876667334,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
472.87805,0.00031830747683044794,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
233.54433,0.00018845206955552196,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
328.123,0.00027770504052663207,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
239.90144,0.00029653132423260094,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
563.32855,0.00026321473594456094,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
293.79593,0.00028229199186763,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
229.49223,0.0005874225784303002,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
197.96675,0.0002479852981677556,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
205.39871,0.00029452797190131225,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
195.83664,0.0003604673976141627,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
427.92123,0.00020530165824922988,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
304.81418,0.00037449437473565045,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
530.87885,0.00018202523988347947,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
338.38602,0.00022492467593185025,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
648.0853,0.00027343558812068154,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
222.43791,0.0003175668752890185,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
215.45006,0.0002803878086157106,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
370.8654,0.0003061058839556579,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
471.05838,0.0003272705999021662,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
339.95493,0.0003607703724807841,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
310.21277,0.0002846441301963687,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
318.89923,0.00018387642763219972,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
466.24472,0.0003990598389025989,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
189.56187,0.000270745561940542,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
342.9357,0.0004341562800942063,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
230.11996,0.0002708318666338765,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
371.21826,0.0002872445015121049,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1137.4803,0.00025937798443199635,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
334.74725,0.00015552616929498468,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
319.70114,0.0003175729626457589,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
370.83627,0.00023434640681883065,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
379.62167,0.0005289522871871062,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
324.6131,0.00031854959988117767,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
216.01921,0.00025930485103108856,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
509.8034,0.00023864097497015662,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
783.15643,0.00028445803536414783,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
227.24745,0.00028525035037478265,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
187.81538,0.0002249719759044552,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
229.4123,0.00040135684080290886,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
255.94638,0.00023446531474465203,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
390.32452,0.0002908150808032949,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
298.4758,0.00026515079381541875,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
414.43594,0.00022587759608282422,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
272.0237,0.0003833345072585955,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
242.07698,0.0002928829847268059,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
216.65517,0.00024497230177438536,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
219.42284,0.00030776966968088014,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
239.42918,0.00037289851646239497,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
977.3681,0.0003045933835490131,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
455.284,0.0002137125844907531,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
343.6894,0.00019914964835315645,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
227.48018,0.0002493996541376609,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
710.6638,0.00030832730849688744,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
250.73209,0.0003018075774419815,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
495.78537,0.00028015576646830964,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
180.83214,0.0002348921743206889,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
173.07834,2.4956117526075893e-05,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
207.01442,0.0003878888415782543,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
210.23717,0.0002844539371561229,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
209.37701,0.0002616697373997559,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
516.3509,0.0001762921737826448,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
271.54453,0.00022646348513470727,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
280.26874,0.0004379854701778555,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
182.28961,0.0002831534014151014,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
210.76553,0.00022096682936206222,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
341.60736,0.00029124562366244323,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
220.94923,0.0002860708435569107,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
328.95813,0.00045656369087967714,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
335.21457,0.00025425058753367023,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
294.11005,2.7480455532558636e-08,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
313.0094,0.0002125409393777898,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
210.38017,0.0003064716191745453,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
221.77686,0.00023084094859490418,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
246.61806,0.0002938008764196463,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
317.08365,0.010572363767766385,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
95.95928,0.434097837158653,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
93.40248,0.5103258176089512,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
261.16864,0.14972830021903485,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
93.31225,0.8655634249741551,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
156.98112,0.3842998979102052,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.83828,0.07534903899210099,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
541.7899,0.34283786113243125,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
241.49786,0.0,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
94.84586,0.03323285511319808,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1179.9075,0.00548741366249751,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
137.49982,0.19563279853038523,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
84.96948,0.012393451080001247,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
201.30388,0.010929829648090198,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
105.130775,0.2800646076079036,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
199.32707,0.012150795632067267,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
3449.8826,0.004654319834584079,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
602.06067,0.003253205357403595,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1398.1716,0.0059447709417157065,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
641.9536,0.008555779610298573,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
125.69765,0.08986753673821932,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
72.32425,0.06727531815491522,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1063.6494,0.002080583387600594,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
96.826416,3.4612661449217,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
249.17514,0.06026009438341462,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
593.4598,0.0023464795086098,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
88.392456,0.08047393024452146,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
89.05932,0.15994160337777255,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1012.8209,0.010654473344370568,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.361404,0.048396111603299034,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
86.845,0.3727592384398147,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
128.98227,0.14974554473562884,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
90.37059,0.13137380694630693,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
2289.9678,0.0003822058553157078,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
315.2365,0.018133623961829617,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1412.0902,0.026393237515558242,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
93.67344,0.038371361706774576,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
120.73318,0.03960005798625571,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
181.96866,0.23890546189560613,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
273.96042,0.0027000474776078844,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
89.85162,0.061035751181921234,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1052.3835,0.08748879529706152,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1826.6779,0.001568338595131314,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
89.81573,0.23429180174185463,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
185.83057,0.00863768544353083,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
585.26276,0.0001649427773033443,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
86.413445,1.0797853438007299,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
88.335045,2.4153936271208973,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
101.93729,0.04941986937164757,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
89.95698,0.14431899498069065,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
210.61972,0.160007346930746,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1675.8608,0.0014766447992488974,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
89.45984,0.16786859592940698,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.42432,0.17726581915387732,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
586.57227,0.0010970899480142603,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
356.4799,0.049299497408983844,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
437.7716,0.008596996624174832,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
94.83563,0.2571292136571807,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
112.729904,0.011822820176738247,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
636.9027,0.014095715936882488,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
3686.0076,0.0015479356705069567,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
85.25896,0.040347508505935784,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
71.6624,0.04914059738691731,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
133.30588,0.0,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
149.0867,0.01102142129242087,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
94.46521,0.562830422350342,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.56017,0.08392286484122306,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1334.3182,0.0016443552152098557,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
671.7466,0.010623659465932134,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
92.41183,0.004883197797731021,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
135.87227,0.004392386923164988,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1456.7697,0.0014946779006161518,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
2895.572,0.003024581614799272,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
93.22964,0.12673640027500288,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
81.01588,0.15755418462102025,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
87.86104,0.01581655766707832,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
88.39021,2.944785270340218,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
85.13475,0.028401559931851523,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
104.09723,0.017268419928410873,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
2177.684,0.0004740766306214105,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
292.5371,0.009049193400035575,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.13919,5.123435945225997,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
103.07347,0.05331092808552737,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
2436.803,0.0005379651672458793,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
134.38106,4.756559582270826,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
92.99137,0.14534428594813537,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1242.3207,0.0030938116146608484,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
2332.6094,0.0003938438745846439,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
145.92758,0.05341291869230713,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
89.00781,0.1809523257414517,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1226.6746,0.0014648447780159016,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
90.87986,0.6415122467168641,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
489.8739,0.01294820044786215,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.893234,0.009322169297913298,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
105.95238,0.04504772609330412,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.7281,0.03312047367427545,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
95.917404,0.043028876714224985,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
113.97848,0.16581056604055938,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
303.04617,0.3060564229017642,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
122.15257,0.2195046138661276,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
96.40272,0.2777057392314734,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
416.64963,0.013549994677779861,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
2306.3643,0.001844315247128793,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
93.04271,0.23803684522723928,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
369.13785,0.03815788703624768,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
92.00599,4.41159322546113,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
103.03999,0.06177449298209742,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1824.8121,0.00040655583998708457,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
93.09893,1.7278143970176427,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
92.2378,0.18334701235730133,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1335.081,0.0012460259047611083,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
88.93394,3.7101220647318702,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.669655,3.735258033861971,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1473.664,0.0045119903016046905,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
88.51951,0.08779083525481843,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
187.86781,0.07241372787088571,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
96.947945,0.08178627634985416,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
88.78849,0.129679315113115,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
94.45488,0.09271912413377942,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
94.90456,0.0052500700532416966,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
2983.1943,0.003068856147661446,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
95.064255,0.3035902485374841,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
135.51064,0.028419433664344726,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1040.0382,0.009209455220592504,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
90.95646,0.022420319243976902,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
477.1921,0.10502435063680124,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1362.2992,0.0014783274786690905,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
93.1231,3.787801911246006,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
88.892494,5.175134675183454,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
87.846504,0.185726134803248,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
956.43854,0.0014064231313462437,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
102.65209,4.5785469179303915,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
93.96176,0.22152601513723771,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
87.92654,0.09443739982106256,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
711.78973,0.0064448797100982004,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1515.1957,0.004520958208318114,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.41983,0.04662031239818675,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
86.35855,0.0,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
97.306076,0.06932771778770526,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
94.46775,0.03690030294602155,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.62956,0.03171129395234704,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
87.12491,0.1955588947141955,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
93.29976,0.11428173259441923,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
92.699,0.4004010210142624,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.90507,0.18216471912873794,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
90.28336,0.8323415372469058,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.55805,2.645859076284259,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
93.557655,0.6029903729290442,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.731316,0.8062113193121981,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1098.6136,0.0,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
88.78666,0.021219488873585865,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
89.82572,0.18326586073431955,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
353.33676,0.0027175063416065588,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
295.17358,0.004998221957891194,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
87.54189,0.10910084801909165,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
543.1662,0.03429563986004772,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
94.7352,0.11442333611972444,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.59309,0.04722707682410367,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
98.908394,0.14510201369394737,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
86.13484,0.12453826472813766,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.02287,0.005633405278483769,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
90.735275,4.929938389048491,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
92.49705,0.6305542710607088,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
2677.566,0.0011334683861223972,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
90.4607,2.5773453188805107,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
89.13785,0.04124237000005598,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
89.974495,3.172982249781516,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
164.26141,0.011317950903918537,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
834.52515,0.016238443869804362,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
366.60898,0.02055323903249191,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
90.156006,0.006360616219612921,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
513.8922,0.05555807361552891,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
286.03146,0.018804926875657227,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
449.4331,0.0008864504725859709,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
413.48203,0.0116843008359184,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
288.63538,0.004560827146000844,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
90.65454,0.1901186183011971,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
847.37537,0.008972287730109359,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
2056.31,0.0019884519482059166,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
995.71606,0.0032440217869344657,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
411.41464,0.0025814191384568516,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
526.3412,0.0037951598354207905,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1667.7065,0.017349456487392636,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
930.9539,0.02415303735402756,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
3547.676,0.00035066408202716906,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1233.1844,0.0029963274932299426,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
91.37707,0.035224469918070274,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
1630.0127,0.0012749112092819345,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
768.5216,0.005585231767873284,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
2037.0203,0.0005461595380384244,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
424.3498,0.0028342207896017123,"Background $Z,t\bar{t},t\bar{t}+V,VVV$",background
